,R_fighter,B_fighter,winner,weight_class,no_of_rounds,R_Stance,R_age,R_Height_cms,R_Reach_cms,B_Stance,B_age,B_Height_cms,B_Reach_cms
205,Thiago Alves,Max Griffin,Red,Welterweight,3,Orthodox,35.0,175.26,177.8,Orthodox,33.0,180.34,193.04
206,Junior Albini,Jairzinho Rozenstruik,Blue,Heavyweight,3,Orthodox,27.0,190.5,187.96,Orthodox,30.0,193.04,198.12
207,Geraldo de Freitas,Felipe Colares,Red,Featherweight,3,Orthodox,27.0,175.26,182.88,Orthodox,24.0,175.26,175.26
208,Ricardo Ramos,Said Nurmagomedov,Blue,Bantamweight,3,Orthodox,23.0,175.26,182.88,Orthodox,26.0,172.72,177.8
209,Magomed Bibulatov,Rogerio Bontorin,Blue,Flyweight,3,Orthodox,30.0,165.1,165.1,Orthodox,26.0,167.64,170.18
210,Henry Cejudo,TJ Dillashaw,Red,Flyweight,5,Orthodox,31.0,162.56,162.56,Orthodox,32.0,167.64,170.18
211,Greg Hardy,Allen Crowder,Blue,Heavyweight,3,Orthodox,30.0,195.58,203.2,Orthodox,29.0,190.5,193.04
212,Gregor Gillespie,Yancy Medeiros,Red,Lightweight,3,Orthodox,32.0,170.18,180.34,Orthodox,31.0,177.8,190.5
213,Joseph Benavidez,Dustin Ortiz,Red,Flyweight,3,Southpaw,34.0,162.56,165.1,Orthodox,30.0,165.1,165.1
214,Paige VanZant,Rachael Ostovich,Red,Women's Flyweight,3,Orthodox,24.0,162.56,165.1,Orthodox,27.0,160.02,157.48
215,Glover Teixeira,Karl Roberson,Red,Light Heavyweight,3,Orthodox,39.0,187.96,193.04,Southpaw,28.0,185.42,187.96
216,Alexander Hernandez,Donald Cerrone,Blue,Lightweight,3,Orthodox,26.0,175.26,182.88,Orthodox,35.0,185.42,185.42
217,Joanne Calderwood,Ariane Lipski,Red,Women's Flyweight,3,Orthodox,33.0,167.64,165.1,Orthodox,24.0,160.02,170.18
218,Alonzo Menifield,Vinicius Moreira,Red,Light Heavyweight,3,Orthodox,31.0,182.88,193.04,Orthodox,29.0,193.04,
219,Cory Sandhagen,Mario Bautista,Red,Bantamweight,3,Switch,26.0,180.34,177.8,Switch,25.0,175.26,182.88
220,Dennis Bermudez,Te Edwards,Red,Lightweight,3,Orthodox,32.0,167.64,167.64,Orthodox,28.0,172.72,182.88
221,Belal Muhammad,Geoff Neal,Blue,Welterweight,3,Orthodox,30.0,180.34,182.88,Southpaw,28.0,180.34,190.5
222,Kyle Stewart,Chance Rencountre,Blue,Welterweight,3,Orthodox,29.0,187.96,193.04,Southpaw,32.0,187.96,190.5
223,Jon Jones,Alexander Gustafsson,Red,Light Heavyweight,5,Orthodox,31.0,193.04,213.36,Orthodox,31.0,195.58,200.66
224,Cris Cyborg,Amanda Nunes,Blue,Women's Featherweight,5,Orthodox,33.0,172.72,172.72,Orthodox,30.0,172.72,175.26
225,Carlos Condit,Michael Chiesa,Blue,Welterweight,3,Orthodox,34.0,187.96,190.5,Southpaw,31.0,185.42,190.5
226,Ilir Latifi,Corey Anderson,Blue,Light Heavyweight,3,Orthodox,35.0,177.8,185.42,Orthodox,29.0,190.5,200.66
227,Chad Mendes,Alexander Volkanovski,Blue,Featherweight,3,Orthodox,33.0,167.64,167.64,Orthodox,30.0,167.64,180.34
229,Cat Zingano,Megan Anderson,Blue,Women's Featherweight,3,Southpaw,36.0,167.64,172.72,Orthodox,28.0,182.88,182.88
230,Douglas Silva de Andrade,Petr Yan,Blue,Bantamweight,3,Orthodox,33.0,170.18,172.72,Switch,25.0,170.18,170.18
231,BJ Penn,Ryan Hall,Blue,Lightweight,3,Orthodox,40.0,175.26,177.8,,33.0,177.8,180.34
232,Nathaniel Wood,Andre Ewell,Red,Bantamweight,3,Orthodox,25.0,167.64,175.26,Southpaw,30.0,172.72,190.5
233,Uriah Hall,Bevon Lewis,Red,Middleweight,3,Orthodox,34.0,182.88,200.66,Orthodox,27.0,190.5,200.66
234,Curtis Millender,Siyar Bahadurzada,Red,Welterweight,3,Orthodox,31.0,187.96,193.04,Orthodox,34.0,180.34,185.42
235,Brian Kelleher,Montel Jackson,Blue,Bantamweight,3,Switch,32.0,167.64,167.64,Southpaw,26.0,177.8,190.5
236,Kevin Lee,Al Iaquinta,Blue,Lightweight,5,Orthodox,26.0,175.26,195.58,Orthodox,31.0,177.8,177.8
237,Edson Barboza,Dan Hooker,Red,Lightweight,3,Orthodox,32.0,180.34,190.5,Switch,28.0,182.88,190.5
238,Rob Font,Sergio Pettis,Red,Bantamweight,3,Orthodox,31.0,172.72,180.34,Orthodox,25.0,167.64,175.26
239,Jim Miller,Charles Oliveira,Blue,Lightweight,3,Southpaw,35.0,172.72,180.34,Orthodox,29.0,177.8,187.96
240,Zak Ottow,Dwight Grant,Red,Welterweight,3,Orthodox,31.0,180.34,182.88,Switch,34.0,185.42,193.04
241,Bobby Green,Drakkar Klose,Blue,Lightweight,3,Orthodox,32.0,177.8,180.34,Orthodox,30.0,175.26,177.8
242,Jared Gordon,Joaquim Silva,Blue,Lightweight,3,Orthodox,30.0,175.26,172.72,,29.0,172.72,175.26
243,Gerald Meerschaert,Jack Hermansson,Blue,Middleweight,3,Southpaw,30.0,185.42,195.58,Orthodox,30.0,185.42,195.58
244,Trevor Smith,Zak Cummings,Blue,Middleweight,3,Orthodox,37.0,190.5,190.5,Southpaw,34.0,182.88,190.5
245,Dan Ige,Jordan Griffin,Red,Featherweight,3,Orthodox,27.0,170.18,180.34,Southpaw,28.0,177.8,182.88
246,Adam Milstead,Mike Rodriguez,Blue,Light Heavyweight,3,Orthodox,31.0,190.5,193.04,Southpaw,30.0,193.04,208.28
247,Chris de la Rocha,Juan Adams,Blue,Heavyweight,3,Orthodox,39.0,190.5,203.2,Orthodox,26.0,195.58,203.2
248,Max Holloway,Brian Ortega,Red,Featherweight,5,Orthodox,27.0,180.34,175.26,Switch,27.0,172.72,175.26
249,Valentina Shevchenko,Joanna Jedrzejczyk,Red,Women's Flyweight,5,Southpaw,30.0,165.1,167.64,Orthodox,31.0,167.64,165.1
250,Alex Oliveira,Gunnar Nelson,Blue,Welterweight,3,Orthodox,30.0,180.34,193.04,Switch,30.0,180.34,182.88
251,Hakeem Dawodu,Kyle Bochniak,Red,Featherweight,3,Orthodox,27.0,172.72,185.42,Orthodox,31.0,170.18,177.8
252,Jimi Manuwa,Thiago Santos,Blue,Light Heavyweight,3,Orthodox,38.0,185.42,200.66,Orthodox,34.0,187.96,193.04
253,Claudia Gadelha,Nina Ansaroff,Blue,Women's Strawweight,3,Orthodox,30.0,162.56,160.02,Orthodox,33.0,165.1,162.56
254,Olivier Aubin-Mercier,Gilbert Burns,Blue,Lightweight,3,Southpaw,29.0,175.26,177.8,Orthodox,32.0,177.8,180.34
255,Katlyn Chookagian,Jessica Eye,Blue,Women's Flyweight,3,Orthodox,29.0,175.26,172.72,Orthodox,32.0,167.64,167.64
256,Elias Theodorou,Eryk Anders,Red,Middleweight,3,Orthodox,30.0,185.42,190.5,Southpaw,31.0,185.42,190.5
257,Brad Katona,Matthew Lopez,Red,Bantamweight,3,Orthodox,26.0,167.64,162.56,Southpaw,31.0,170.18,175.26
258,Chad Laprise,Dhiego Lima,Blue,Welterweight,3,Orthodox,32.0,177.8,180.34,Orthodox,29.0,187.96,187.96
259,Diego Ferreira,Kyle Nelson,Red,Lightweight,3,Orthodox,33.0,175.26,187.96,Switch,27.0,180.34,180.34
260,Devin Clark,Aleksandar Rakic,Blue,Light Heavyweight,3,Orthodox,28.0,182.88,190.5,Orthodox,26.0,193.04,198.12
261,Junior Dos Santos,Tai Tuivasa,Red,Heavyweight,5,Orthodox,34.0,193.04,195.58,Southpaw,25.0,187.96,190.5
262,Mauricio Rua,Tyson Pedro,Red,Light Heavyweight,3,Orthodox,37.0,185.42,193.04,Orthodox,27.0,190.5,200.66
263,Mark Hunt,Justin Willis,Blue,Heavyweight,3,Orthodox,44.0,177.8,182.88,Southpaw,31.0,185.42,198.12
264,Jake Matthews,Anthony Rocco Martin,Blue,Welterweight,3,Orthodox,24.0,180.34,185.42,Orthodox,28.0,182.88,185.42
265,Suman Mokhtarian,Sodiq Yusuff,Blue,Featherweight,3,Orthodox,26.0,177.8,170.18,Orthodox,25.0,175.26,180.34
266,Jimmy Crute,Paul Craig,Red,Light Heavyweight,3,Orthodox,22.0,187.96,187.96,Orthodox,31.0,190.5,193.04
267,Yushin Okami,Aleksei Kunchenko,Blue,Welterweight,3,Southpaw,37.0,187.96,190.5,Orthodox,34.0,172.72,177.8
268,Wilson Reis,Ben Nguyen,Red,Flyweight,3,Southpaw,33.0,162.56,165.1,Switch,30.0,165.1,165.1
269,Keita Nakamura,Salim Touahri,Red,Welterweight,3,Southpaw,34.0,180.34,185.42,Orthodox,29.0,177.8,182.88
270,Elias Garcia,Kai Kara-France,Blue,Flyweight,3,Southpaw,26.0,165.1,170.18,Orthodox,25.0,165.1,175.26
271,Mizuto Hirota,Christos Giagos,Blue,Lightweight,3,Orthodox,37.0,170.18,170.18,Orthodox,28.0,177.8,180.34
272,Alex Gorgees,Damir Ismagulov,Blue,Lightweight,3,Switch,23.0,187.96,187.96,Orthodox,27.0,177.8,
273,Rafael Dos Anjos,Kamaru Usman,Blue,Welterweight,5,Southpaw,34.0,172.72,177.8,Switch,31.0,182.88,193.04
274,Juan Espino,Justin Frazier,Red,Heavyweight,4,,38.0,193.04,208.28,Southpaw,29.0,182.88,190.5
275,Pannie Kianzad,Macy Chiasson,Blue,Women's Featherweight,4,,26.0,170.18,172.72,,27.0,180.34,182.88
276,Pedro Munhoz,Bryan Caraway,Red,Bantamweight,3,Orthodox,32.0,167.64,165.1,Orthodox,34.0,172.72,172.72
277,Darren Stewart,Edmen Shahbazyan,Blue,Middleweight,3,Orthodox,27.0,182.88,187.96,Orthodox,21.0,187.96,
278,Ji Yeon Kim,Antonina Shevchenko,Blue,Women's Flyweight,3,Orthodox,29.0,170.18,182.88,Southpaw,34.0,172.72,170.18
279,Rick Glenn,Kevin Aguilar,Blue,Featherweight,3,Southpaw,29.0,182.88,177.8,Orthodox,30.0,170.18,185.42
280,Joseph Benavidez,Alex Perez,Red,Flyweight,3,Southpaw,34.0,162.56,165.1,Orthodox,26.0,167.64,165.1
281,Maurice Greene,Michel Batista,Red,Heavyweight,3,,32.0,200.66,208.28,,34.0,190.5,
282,Julija Stoliarenko,Leah Letson,Blue,Women's Featherweight,3,,25.0,170.18,167.64,,26.0,170.18,180.34
283,Roosevelt Roberts,Darrell Horcher,Red,Lightweight,3,Orthodox,24.0,187.96,185.42,Southpaw,31.0,177.8,177.8
284,Tim Means,Ricky Rainey,Red,Welterweight,3,Orthodox,34.0,187.96,190.5,Switch,35.0,185.42,195.58
285,Raoni Barcelos,Chris Gutierrez,Red,Bantamweight,3,Orthodox,31.0,170.18,170.18,Orthodox,27.0,175.26,175.26
286,Curtis Blaydes,Francis Ngannou,Blue,Heavyweight,5,Orthodox,27.0,193.04,203.2,Orthodox,32.0,193.04,210.82
287,Alistair Overeem,Sergei Pavlovich,Red,Heavyweight,3,Orthodox,38.0,193.04,203.2,Southpaw,26.0,190.5,213.36
288,Song Yadong,Vince Morales,Red,Bantamweight,3,Orthodox,20.0,172.72,170.18,Orthodox,28.0,170.18,177.8
289,Li Jingliang,David Zawada,Red,Welterweight,3,Orthodox,30.0,182.88,180.34,Orthodox,28.0,182.88,190.5
290,Song Kenan,Alex Morono,Blue,Welterweight,3,Orthodox,28.0,182.88,180.34,Orthodox,28.0,180.34,182.88
291,Wu Yanan,Lauren Mueller,Red,Women's Flyweight,3,Orthodox,22.0,172.72,167.64,Orthodox,27.0,165.1,170.18
292,Hu Yaozong,Rashad Coulter,Blue,Light Heavyweight,3,Orthodox,23.0,190.5,182.88,Orthodox,36.0,180.34,193.04
293,Weili Zhang,Jessica Aguilar,Red,Women's Strawweight,3,Switch,29.0,162.56,,Orthodox,36.0,160.02,160.02
294,Liu Pingyuan,Martin Day,Red,Bantamweight,3,Orthodox,25.0,167.64,182.88,Orthodox,30.0,177.8,185.42
295,Yan Xiaonan,Syuri Kondo,Red,Women's Strawweight,3,Orthodox,29.0,165.1,160.02,Orthodox,29.0,162.56,167.64
296,Kevin Holland,John Phillips,Red,Middleweight,3,Orthodox,26.0,190.5,205.74,Southpaw,33.0,180.34,190.5
297,Su Mudaerji,Louis Smolka,Blue,Bantamweight,3,Southpaw,22.0,172.72,182.88,Orthodox,27.0,175.26,172.72
298,Neil Magny,Santiago Ponzinibbio,Blue,Welterweight,5,Orthodox,31.0,190.5,203.2,Orthodox,32.0,182.88,185.42
299,Ricardo Lamas,Darren Elkins,Red,Featherweight,3,Orthodox,36.0,172.72,180.34,Orthodox,34.0,177.8,180.34
300,Khalil Rountree Jr.,Johnny Walker,Blue,Light Heavyweight,3,Southpaw,28.0,185.42,193.04,Orthodox,26.0,195.58,208.28
301,Cezar Ferreira,Ian Heinisch,Blue,Middleweight,3,Southpaw,33.0,185.42,198.12,Orthodox,30.0,180.34,182.88
302,Guido Cannetti,Marlon Vera,Blue,Bantamweight,3,Southpaw,38.0,167.64,172.72,Switch,25.0,172.72,177.8
303,Cynthia Calvillo,Poliana Botelho,Red,Women's Strawweight,3,Orthodox,31.0,162.56,162.56,Orthodox,29.0,172.72,170.18
304,Michel Prazeres,Bartosz Fabinski,Red,Welterweight,3,Orthodox,37.0,167.64,170.18,Orthodox,32.0,182.88,190.5
305,Alexandre Pantoja,Ulka Sasaki,Red,Flyweight,3,Orthodox,28.0,165.1,170.18,Southpaw,29.0,177.8,180.34
306,Humberto Bandenay,Austin Arnett,Blue,Featherweight,3,Southpaw,24.0,180.34,,Orthodox,27.0,182.88,182.88
307,Laureano Staropoli,Hector Aldana,Red,Welterweight,3,Orthodox,25.0,185.42,180.34,Orthodox,30.0,180.34,182.88
308,Devin Powell,Jesus Pinedo,Blue,Lightweight,3,Orthodox,30.0,182.88,185.42,,22.0,177.8,
309,Nad Narimani,Anderson Dos Santos,Red,Featherweight,3,Orthodox,31.0,172.72,177.8,Orthodox,33.0,165.1,177.8
310,Chan Sung Jung,Yair Rodriguez,Blue,Featherweight,5,Orthodox,31.0,170.18,182.88,,26.0,180.34,180.34
311,Donald Cerrone,Mike Perry,Red,Welterweight,3,Orthodox,35.0,185.42,185.42,Orthodox,27.0,177.8,180.34
312,Raquel Pennington,Germaine de Randamie,Blue,Women's Bantamweight,3,Orthodox,30.0,170.18,170.18,Orthodox,34.0,175.26,180.34
313,Beneil Dariush,Thiago Moises,Red,Lightweight,3,Southpaw,29.0,177.8,182.88,Orthodox,23.0,175.26,177.8
314,Maycee Barber,Hannah Cifers,Red,Women's Strawweight,3,Switch,20.0,165.1,165.1,Orthodox,26.0,154.94,160.02
315,Michael Trizano,Luis Pena,Red,Lightweight,3,Orthodox,26.0,180.34,180.34,Southpaw,25.0,190.5,190.5
316,Ashley Yoder,Amanda Cooper,Red,Women's Strawweight,3,Southpaw,31.0,170.18,175.26,Switch,27.0,160.02,162.56
317,Chas Skelly,Bobby Moffett,Blue,Featherweight,3,Orthodox,33.0,180.34,182.88,Orthodox,28.0,177.8,187.96
318,Davi Ramos,John Gunther,Red,Lightweight,3,Orthodox,32.0,167.64,177.8,Orthodox,32.0,175.26,182.88
319,Devonte Smith,Julian Erosa,Red,Lightweight,3,Orthodox,25.0,175.26,193.04,Southpaw,29.0,185.42,187.96
320,Joseph Morales,Eric Shelton,Blue,Flyweight,3,Switch,24.0,167.64,175.26,Orthodox,27.0,167.64,172.72
321,Mark De La Rosa,Joby Sanchez,Red,Bantamweight,3,Orthodox,24.0,167.64,165.1,Orthodox,27.0,167.64,172.72
322,Daniel Cormier,Derrick Lewis,Red,Heavyweight,5,Orthodox,39.0,180.34,182.88,Orthodox,33.0,190.5,200.66
323,Chris Weidman,Jacare Souza,Blue,Middleweight,3,Orthodox,34.0,187.96,198.12,Orthodox,38.0,185.42,182.88
324,David Branch,Jared Cannonier,Blue,Middleweight,3,Orthodox,37.0,185.42,198.12,Switch,34.0,180.34,195.58
325,Karl Roberson,Jack Marshman,Red,Middleweight,3,Southpaw,28.0,185.42,187.96,Orthodox,28.0,182.88,185.42
326,Derek Brunson,Israel Adesanya,Blue,Middleweight,3,Southpaw,34.0,185.42,195.58,Switch,29.0,193.04,203.2
327,Jason Knight,Jordan Rinaldi,Blue,Featherweight,3,Orthodox,26.0,177.8,180.34,Orthodox,31.0,177.8,182.88
328,Sijara Eubanks,Roxanne Modafferi,Red,Women's Flyweight,3,,33.0,162.56,170.18,,36.0,170.18,175.26
329,Julio Arce,Sheymon Moraes,Blue,Featherweight,3,Southpaw,29.0,170.18,177.8,Orthodox,28.0,172.72,182.88
330,Lyman Good,Ben Saunders,Red,Welterweight,3,Orthodox,33.0,182.88,187.96,Orthodox,35.0,187.96,195.58
332,Shane Burgos,Kurt Holobaugh,Red,Featherweight,3,Orthodox,27.0,180.34,190.5,Orthodox,32.0,180.34,177.8
333,Adam Wieczorek,Marcos Rogerio de Lima,Blue,Heavyweight,3,Orthodox,26.0,195.58,205.74,Orthodox,33.0,185.42,190.5
334,Volkan Oezdemir,Anthony Smith,Blue,Light Heavyweight,5,Orthodox,29.0,187.96,190.5,Orthodox,30.0,193.04,193.04
335,Michael Johnson,Artem Lobov,Red,Featherweight,3,Southpaw,32.0,177.8,185.42,Southpaw,32.0,175.26,165.1
336,Misha Cirkunov,Patrick Cummins,Red,Light Heavyweight,3,Orthodox,31.0,190.5,195.58,Orthodox,37.0,187.96,193.04
337,Andre Soukhamthath,Jonathan Martinez,Red,Bantamweight,3,Orthodox,30.0,175.26,177.8,Southpaw,32.0,172.72,177.8
338,Gian Villante,Ed Herman,Red,Light Heavyweight,3,Orthodox,33.0,190.5,193.04,Orthodox,38.0,185.42,195.58
339,Alex Garcia,Court McGee,Blue,Welterweight,3,Orthodox,31.0,175.26,182.88,Orthodox,33.0,180.34,190.5
340,Nordine Taleb,Sean Strickland,Blue,Welterweight,3,Orthodox,37.0,185.42,187.96,Orthodox,27.0,185.42,193.04
341,Thibault Gouti,Nasrat Haqparast,Blue,Lightweight,3,Orthodox,31.0,177.8,182.88,Southpaw,23.0,177.8,182.88
342,Calvin Kattar,Chris Fishgold,Red,Featherweight,3,Orthodox,30.0,180.34,182.88,Orthodox,26.0,172.72,172.72
343,Sarah Moras,Talita Bernardo,Blue,Women's Bantamweight,3,,30.0,170.18,170.18,Orthodox,31.0,162.56,172.72
344,Te Edwards,Don Madge,Blue,Lightweight,3,Orthodox,28.0,172.72,182.88,Southpaw,27.0,182.88,182.88
345,Arjan Bhullar,Marcelo Golm,Red,Heavyweight,3,Orthodox,32.0,185.42,190.5,Orthodox,26.0,190.5,190.5
346,Stevie Ray,Jessin Ayari,Red,Lightweight,3,Southpaw,28.0,177.8,177.8,Orthodox,26.0,182.88,185.42
347,Khabib Nurmagomedov,Conor McGregor,Red,Lightweight,5,Orthodox,30.0,177.8,177.8,Southpaw,30.0,175.26,187.96
348,Tony Ferguson,Anthony Pettis,Red,Lightweight,3,Orthodox,34.0,180.34,193.04,Orthodox,31.0,177.8,182.88
349,Ovince Saint Preux,Dominick Reyes,Blue,Light Heavyweight,3,Southpaw,35.0,190.5,203.2,Southpaw,28.0,193.04,195.58
350,Derrick Lewis,Alexander Volkov,Red,Heavyweight,3,Orthodox,33.0,190.5,200.66,Orthodox,29.0,200.66,203.2
351,Michelle Waterson,Felice Herrig,Red,Women's Strawweight,3,Orthodox,32.0,160.02,157.48,Orthodox,34.0,162.56,165.1
352,Sergio Pettis,Jussier Formiga,Blue,Flyweight,3,Orthodox,25.0,167.64,175.26,Orthodox,33.0,165.1,170.18
353,Vicente Luque,Jalin Turner,Red,Welterweight,3,Orthodox,26.0,180.34,190.5,Southpaw,23.0,190.5,195.58
354,Aspen Ladd,Tonya Evinger,Red,Women's Bantamweight,3,Orthodox,23.0,167.64,167.64,Orthodox,37.0,170.18,177.8
355,Scott Holtzman,Alan Patrick,Red,Lightweight,3,Orthodox,35.0,175.26,175.26,Southpaw,35.0,180.34,187.96
356,Lina Lansberg,Yana Kunitskaya,Blue,Women's Bantamweight,3,Orthodox,36.0,170.18,165.1,Orthodox,28.0,167.64,172.72
357,Gray Maynard,Nik Lentz,Blue,Lightweight,3,Orthodox,39.0,175.26,177.8,Orthodox,34.0,172.72,172.72
358,Ryan LaFlare,Anthony Rocco Martin,Blue,Welterweight,3,Southpaw,35.0,185.42,187.96,Orthodox,28.0,182.88,185.42
359,Thiago Santos,Eryk Anders,Red,Light Heavyweight,5,Orthodox,34.0,187.96,193.04,Southpaw,31.0,185.42,190.5
360,Alex Oliveira,Carlo Pedersoli,Red,Welterweight,3,Orthodox,30.0,180.34,193.04,Southpaw,25.0,180.34,190.5
361,Sam Alvey,Rogerio Nogueira,Blue,Light Heavyweight,3,Southpaw,32.0,187.96,190.5,Southpaw,42.0,187.96,190.5
362,Renan Barao,Andre Ewell,Blue,Bantamweight,3,Orthodox,31.0,167.64,177.8,Southpaw,30.0,172.72,190.5
364,Charles Oliveira,Christos Giagos,Red,Lightweight,3,Orthodox,28.0,177.8,187.96,Orthodox,28.0,177.8,180.34
365,Francisco Trinaldo,Evan Dunham,Red,Lightweight,3,Southpaw,40.0,175.26,177.8,Southpaw,36.0,177.8,177.8
366,Luis Henrique,Ryan Spann,Blue,Light Heavyweight,3,Orthodox,25.0,187.96,187.96,Orthodox,27.0,195.58,200.66
367,Augusto Sakai,Chase Sherman,Red,Heavyweight,3,Orthodox,27.0,190.5,195.58,Orthodox,28.0,193.04,198.12
368,Sergio Moraes,Ben Saunders,Red,Welterweight,3,Orthodox,36.0,182.88,182.88,Orthodox,35.0,187.96,195.58
369,Mayra Bueno Silva,Gillian Robertson,Red,Women's Flyweight,3,Orthodox,27.0,167.64,,,23.0,165.1,160.02
370,Thales Leites,Hector Lombard,Red,Middleweight,3,Orthodox,37.0,185.42,198.12,Southpaw,40.0,175.26,180.34
371,Elizeu Zaleski dos Santos,Luigi Vendramini,Red,Welterweight,3,Orthodox,31.0,180.34,185.42,Orthodox,22.0,172.72,
372,Livinha Souza,Alex Chambers,Red,Women's Strawweight,3,Orthodox,27.0,165.1,160.02,,39.0,160.02,160.02
373,Mark Hunt,Aleksei Oleinik,Blue,Heavyweight,5,Orthodox,44.0,177.8,182.88,Orthodox,41.0,187.96,203.2
374,Jan Blachowicz,Nikita Krylov,Red,Light Heavyweight,3,Orthodox,35.0,187.96,198.12,Orthodox,26.0,190.5,195.58
375,Andrei Arlovski,Shamil Abdurakhimov,Blue,Heavyweight,3,Orthodox,39.0,190.5,195.58,Orthodox,37.0,190.5,193.04
376,Aleksei Kunchenko,Thiago Alves,Red,Welterweight,3,Orthodox,34.0,172.72,177.8,Orthodox,34.0,175.26,177.8
377,Khalid Murtazaliev,CB Dollaway,Red,Middleweight,3,Orthodox,25.0,182.88,193.04,Orthodox,35.0,187.96,193.04
378,Petr Yan,Jin Soo Son,Red,Bantamweight,3,Switch,25.0,170.18,170.18,Orthodox,25.0,167.64,175.26
379,Rustam Khabilov,Kajan Johnson,Red,Lightweight,3,Orthodox,31.0,172.72,185.42,Orthodox,34.0,180.34,190.5
380,Mairbek Taisumov,Desmond Green,Red,Lightweight,3,Orthodox,30.0,175.26,185.42,Southpaw,28.0,177.8,185.42
381,Magomed Ankalaev,Marcin Prachnio,Red,Light Heavyweight,3,Orthodox,26.0,190.5,190.5,Orthodox,30.0,190.5,187.96
382,Adam Yandiev,Jordan Johnson,Blue,Middleweight,3,Orthodox,30.0,175.26,187.96,Orthodox,29.0,187.96,200.66
383,Ramazan Emeev,Stefan Sekulic,Red,Welterweight,3,Southpaw,31.0,177.8,193.04,Southpaw,26.0,182.88,190.5
384,Merab Dvalishvili,Terrion Ware,Red,Bantamweight,3,Orthodox,27.0,167.64,172.72,Orthodox,32.0,172.72,180.34
385,Tyron Woodley,Darren Till,Red,Welterweight,5,Orthodox,36.0,175.26,187.96,Southpaw,25.0,182.88,187.96
386,Jessica Andrade,Karolina Kowalkiewicz,Red,Women's Strawweight,3,Orthodox,26.0,154.94,157.48,Orthodox,32.0,160.02,162.56
387,Zabit Magomedsharipov,Brandon Davis,Red,Featherweight,3,Orthodox,27.0,185.42,185.42,Orthodox,28.0,177.8,182.88
388,Jimmie Rivera,John Dodson,Red,Bantamweight,3,Orthodox,29.0,162.56,172.72,Orthodox,33.0,160.02,167.64
389,Abdul Razak Alhassan,Niko Price,Red,Welterweight,3,Orthodox,33.0,177.8,185.42,Orthodox,28.0,182.88,193.04
390,Carla Esparza,Tatiana Suarez,Blue,Women's Strawweight,3,,30.0,154.94,160.02,,27.0,165.1,167.64
391,Aljamain Sterling,Cody Stamann,Red,Bantamweight,3,Orthodox,29.0,170.18,180.34,Orthodox,28.0,167.64,162.56
392,Geoff Neal,Frank Camacho,Red,Welterweight,3,Southpaw,28.0,180.34,190.5,Orthodox,29.0,177.8,185.42
393,Charles Byrd,Darren Stewart,Blue,Middleweight,3,Orthodox,34.0,177.8,185.42,Orthodox,27.0,182.88,187.96
394,Diego Sanchez,Craig White,Red,Welterweight,3,Southpaw,36.0,177.8,182.88,Orthodox,28.0,187.96,193.04
395,Jim Miller,Alex White,Red,Lightweight,3,Southpaw,35.0,172.72,180.34,Southpaw,29.0,182.88,180.34
396,Irene Aldana,Lucie Pudilova,Red,Women's Bantamweight,3,Orthodox,30.0,175.26,172.72,Orthodox,24.0,172.72,170.18
397,Roberto Sanchez,Jarred Brooks,Blue,Flyweight,3,Orthodox,32.0,167.64,167.64,Switch,25.0,160.02,157.48
398,Justin Gaethje,James Vick,Red,Lightweight,5,Orthodox,29.0,180.34,177.8,Orthodox,31.0,190.5,193.04
399,Michael Johnson,Andre Fili,Red,Featherweight,3,Southpaw,32.0,177.8,185.42,Orthodox,28.0,180.34,187.96
400,Cortney Casey,Angela Hill,Red,Women's Strawweight,3,Orthodox,31.0,170.18,170.18,Orthodox,33.0,160.02,162.56
401,Jake Ellenberger,Bryan Barberena,Blue,Welterweight,3,Orthodox,33.0,175.26,180.34,Southpaw,29.0,182.88,182.88
402,John Moraga,Deiveson Figueiredo,Blue,Flyweight,3,Orthodox,34.0,167.64,167.64,Orthodox,30.0,165.1,172.72
403,Eryk Anders,Tim Williams,Red,Middleweight,3,Southpaw,31.0,185.42,190.5,Orthodox,32.0,187.96,193.04
404,James Krause,Warlley Alves,Red,Welterweight,3,Orthodox,32.0,187.96,185.42,Orthodox,27.0,180.34,182.88
405,Cory Sandhagen,Iuri Alcantara,Red,Bantamweight,3,Switch,26.0,180.34,177.8,Southpaw,38.0,175.26,180.34
406,Andrew Sanchez,Markus Perez,Red,Middleweight,3,Orthodox,30.0,185.42,187.96,Orthodox,30.0,185.42,185.42
407,Mickey Gall,George Sullivan,Red,Welterweight,3,Switch,26.0,187.96,187.96,Orthodox,37.0,182.88,185.42
408,Joanne Calderwood,Kalindra Faria,Red,Women's Flyweight,3,Orthodox,32.0,167.64,165.1,Switch,32.0,170.18,
409,Drew Dober,Jon Tuck,Red,Lightweight,3,Southpaw,29.0,172.72,177.8,Orthodox,33.0,180.34,185.42
410,Rani Yahya,Luke Sanders,Red,Bantamweight,3,Orthodox,33.0,167.64,170.18,Southpaw,32.0,167.64,170.18
411,TJ Dillashaw,Cody Garbrandt,Red,Bantamweight,5,Orthodox,32.0,167.64,170.18,Orthodox,27.0,172.72,165.1
412,Demetrious Johnson,Henry Cejudo,Blue,Flyweight,5,Orthodox,31.0,160.02,167.64,Orthodox,31.0,162.56,162.56
413,Cub Swanson,Renato Moicano,Blue,Featherweight,3,Orthodox,34.0,172.72,177.8,Orthodox,29.0,180.34,182.88
